,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
4377,7.3,690,31.0,157.0,0.53,9.1,7,12.8,0,1
4378,1.6,450,36.0,139.0,0.49,9.3,7,18.8,0,1
4379,12.0,570,48.0,224.0,0.41,9.0,8,11.8,0,1
4380,2.1,360,30.0,124.0,0.43,12.2,10,14.2,0,1
4381,15.55,580,50.0,134.0,0.36,9.1,9,14.6,0,1
4382,1.2,450,24.0,126.0,0.87,10.9,8,13.6,0,1
4383,10.9,450,53.0,154.0,0.77,10.4,8,13.2,0,1
4384,1.6,190,18.0,68.0,0.51,11.4,9,11.0,0,1
4385,12.8,380,29.0,132.0,0.57,11.8,9,11.8,0,1
4386,5.7,350,32.0,83.0,0.46,11.5,8,14.0,0,1
4387,11.8,410,66.0,188.0,0.54,9.3,7,15.4,0,1
4388,9.85,550,41.0,103.0,0.56,10.5,8,13.6,0,1
4389,15.4,530,32.0,141.0,0.49,9.3,7,13.2,0,1
4390,2.5,1050,22.0,37.0,0.57,10.6,6,13.8,1,0
4391,11.4,350,57.0,137.0,0.54,8.9,8,13.2,0,1
4392,2.1,470,17.0,138.0,0.71,10.8,6,16.4,0,1
4394,2.05,500,31.0,100.0,0.44,10.8,8,14.8,0,1
4395,1.6,630,36.0,87.0,0.67,10.8,8,12.2,0,1
4396,5.6,460,30.0,140.0,0.38,11.0,7,13.2,0,1
4397,9.0,460,22.0,121.0,0.55,10.8,7,14.8,0,1
4398,1.8,500,16.0,84.0,0.45,9.8,9,16.0,0,1
4399,1.6,460,35.0,133.0,0.46,10.0,8,14.6,0,1
4400,1.2,410,16.0,46.0,0.59,12.5,6,10.8,1,0
4402,7.4,590,36.0,174.0,0.62,11.1,9,13.8,0,1
4403,1.4,420,34.0,101.0,0.6,10.5,9,14.8,0,1
4404,7.9,450,54.0,0.0,0.46,9.1,7,12.4,0,1
4405,16.5,400,60.0,171.0,0.59,9.1,8,14.2,0,1
4406,2.5,260,31.0,85.0,0.5,11.3,9,12.0,0,1
4407,2.4,270,27.0,117.0,0.45,13.0,9,10.4,0,1
4408,1.1,420,9.0,60.0,0.5,10.6,7,15.4,0,1
4409,4.3,460,29.0,80.0,0.66,13.6,6,10.0,1,0
4411,1.6,620,17.0,140.0,0.35,11.1,8,11.6,0,1
4413,11.75,300,34.0,118.0,0.5,9.4,8,9.8,0,1
4414,1.0,270,23.0,75.0,0.39,11.4,9,13.0,0,1
4415,10.8,410,70.0,189.0,0.49,8.6,6,14.4,0,1
4416,13.7,350,53.0,134.0,0.38,10.6,8,12.6,0,1
4417,2.2,740,9.0,23.0,0.76,12.0,6,21.0,1,0
4418,3.8,370,46.0,139.0,0.38,11.6,8,15.4,0,1
4419,1.5,280,20.0,111.0,0.5,10.0,7,12.4,0,1
4420,3.9,700,27.0,73.0,0.48,9.2,5,12.8,1,0
4421,2.35,710,21.0,47.0,0.45,9.4,5,14.2,1,0
4422,1.5,850,19.0,49.0,0.78,9.5,5,13.8,1,0
4423,11.7,350,40.0,131.0,0.34,10.8,7,16.0,0,1
4424,6.0,300,29.0,144.0,0.46,10.7,8,12.2,0,1
4425,14.3,630,48.0,191.0,0.38,9.0,8,14.6,0,1
4426,12.9,540,34.0,189.0,0.43,9.0,6,12.2,0,1
4427,14.9,600,37.0,162.0,0.45,9.0,6,12.8,0,1
4429,5.6,460,35.0,178.0,0.51,10.53333333,7,12.4,0,1
4430,1.7,810,3.0,12.0,0.49,10.9,5,16.4,1,0
4431,2.7,470,64.5,218.5,0.58,9.7,8,13.6,0,1
4433,8.8,260,50.0,151.0,0.25,12.7,10,16.0,0,1
4434,1.5,600,18.0,75.0,0.88,10.7,7,15.0,0,1
4435,3.0,770,5.0,13.0,0.55,10.4,5,18.0,1,0
4436,15.0,400,21.0,116.0,0.5,9.2,7,12.8,0,1
4437,1.9,360,41.0,98.0,0.43,11.9,9,13.0,0,1
4438,6.8,490,22.0,93.0,0.42,11.0,8,12.0,0,1
4439,15.2,460,6.0,41.0,0.39,10.9,8,14.4,0,1
4440,7.4,530,32.0,211.0,0.59,10.4,8,14.2,0,1
4441,2.9,300,28.0,122.0,0.4,13.0,8,13.4,0,1
4443,7.7,450,48.0,195.0,0.55,11.0,8,15.8,0,1
4444,6.3,480,47.0,159.0,0.6,11.0,8,12.4,0,1
4445,11.3,380,69.0,192.0,0.5,10.2,8,12.8,0,1
4446,8.7,1260,49.0,199.0,0.57,9.4,7,15.0,0,1
4447,1.8,330,33.0,156.0,0.52,12.8,8,15.6,0,1
4448,6.5,280,27.0,87.0,0.42,11.4,9,14.0,0,1
4449,14.4,440,54.0,177.0,0.58,8.9,8,13.2,0,1
4451,16.5,400,60.0,171.0,0.59,9.1,8,14.2,0,1
4452,7.7,310,36.0,135.0,0.37,10.5,7,13.2,0,1
4453,2.5,920,20.0,88.0,0.43,9.4,5,20.0,1,0
4454,1.5,790,11.0,39.0,0.58,9.6,5,15.0,1,0
4455,7.4,390,46.0,108.0,0.33,11.9,9,16.8,0,1
4456,6.8,560,26.0,105.0,0.4,9.6,8,14.4,0,1
4457,4.1,350,26.0,155.0,0.79,12.3,10,13.8,0,1
4458,10.6,360,56.0,153.0,0.44,8.9,8,15.4,0,1
4459,2.6,540,36.0,146.0,0.5,9.2,8,11.8,0,1
4460,1.5,580,10.0,29.0,0.74,9.8,5,16.4,1,0
4461,8.9,480,32.0,111.0,0.54,11.0,9,13.4,0,1
4462,1.9,350,39.0,138.0,0.44,11.7,9,14.8,0,1
4463,1.2,290,31.0,132.0,0.36,12.4,8,10.8,0,1
4464,7.1,410,20.0,97.0,0.85,11.4,8,13.8,0,1
4466,1.2,290,25.0,93.0,0.4,13.6,9,10.8,0,1
4467,5.6,330,23.0,120.0,0.66,10.3,9,14.4,0,1
4468,3.3,410,25.0,143.0,0.44,11.3,8,12.0,0,1
4469,5.4,480,36.0,108.0,0.42,10.2,8,13.8,0,1
4470,1.8,500,5.0,11.0,0.52,9.5,5,13.6,1,0
4471,5.4,450,26.0,105.0,0.45,9.3,7,11.4,0,1
4472,1.8,320,26.0,74.0,0.35,13.0,10,14.6,0,1
4473,12.8,450,24.0,126.0,0.38,12.2,10,14.0,0,1
4474,10.3,390,41.0,98.0,0.38,9.8,10,14.0,0,1
4475,7.7,560,45.0,191.0,0.5,9.5,7,12.8,0,1
4476,1.4,760,8.0,23.0,0.7,9.6,6,16.6,1,0
4477,1.7,350,24.0,79.0,0.69,11.4,9,13.0,0,1
4478,1.3,490,25.0,155.0,0.43,10.0,7,11.2,0,1
4479,3.4,230,19.0,87.0,0.53,12.7,8,13.6,0,1
4480,8.2,550,49.0,188.0,0.58,9.7,8,14.8,0,1
4481,5.0,380,35.0,157.0,0.46,9.9,7,13.4,0,1
4482,8.1,520,48.0,197.0,0.48,9.5,7,13.4,0,1
4483,1.0,420,14.0,59.0,0.25,10.5,8,18.4,0,1
4484,7.9,250,38.0,107.0,0.37,11.9,8,16.6,0,1
4485,10.4,310,47.0,194.0,0.58,9.6,8,15.6,0,1
4486,1.9,340,10.0,53.0,0.5,13.5,9,11.2,0,1
4487,1.6,470,5.0,133.0,0.7,11.4,8,13.6,0,1
4488,12.0,670,24.0,131.0,0.34,9.3,7,13.8,0,1
4489,2.0,800,31.0,131.0,0.52,9.9,5,15.6,1,0
4491,1.2,340,5.0,57.0,0.54,10.4,5,15.2,0,1
4492,5.2,760,19.0,92.0,0.39,12.5,8,16.4,0,1
4493,1.4,340,19.0,102.0,0.6,11.3,9,13.6,0,1
4494,2.4,520,4.0,10.0,0.7,12.8,7,16.4,1,0
4495,2.0,640,12.0,25.0,0.84,11.7,7,18.2,1,0
4496,8.8,270,23.0,112.0,0.41,11.4,8,14.8,0,1
4497,2.0,460,31.0,95.0,0.46,13.6,8,12.4,0,1
4498,1.1,180,18.0,72.0,0.35,10.4,7,17.6,0,1
4499,7.6,500,53.0,189.0,0.49,8.6,7,13.0,0,1
4500,7.8,310,23.0,90.0,0.5,10.4,7,15.4,0,1
4501,2.6,330,25.0,85.0,0.34,11.7,8,13.4,0,1
4502,0.6,420,11.0,71.0,0.38,10.6,7,17.4,0,1
4503,2.3,590,15.0,31.0,0.57,11.0,5,20.0,1,0
4504,1.9,470,20.0,101.0,0.46,11.1,8,13.6,0,1
4505,10.6,450,57.0,159.0,0.54,9.2,7,12.6,0,1
4506,1.7,480,39.0,177.0,0.57,10.56666667,7,13.0,0,1
4507,7.0,570,35.0,208.0,0.55,10.2,7,13.6,0,1
4508,2.7,1230,15.0,33.0,0.63,11.3,6,13.6,1,0
4509,2.0,780,19.0,59.0,0.48,10.2,5,16.0,1,0
4510,3.3,480,41.0,161.0,0.5,10.5,8,12.6,0,1
4511,1.4,460,17.0,77.0,0.57,10.3,8,12.2,0,1
4512,0.9,360,63.0,147.0,0.41,10.7,8,15.2,0,1
4513,2.4,480,30.0,149.0,0.51,9.2,8,14.4,0,1
4514,1.4,390,53.0,141.0,0.44,10.1,7,13.4,0,1
4515,8.2,280,44.0,111.0,0.41,12.4,8,14.6,0,1
4516,2.7,340,56.0,122.0,0.3,11.9,7,13.2,0,1
4517,7.6,450,61.0,204.0,0.55,10.1,8,16.0,0,1
4518,2.2,420,33.0,93.0,0.43,11.1,8,12.8,0,1
4519,1.9,430,70.0,154.0,0.52,10.5,7,13.6,0,1
4520,6.3,340,45.0,152.0,0.46,11.6,9,12.6,0,1
4521,1.6,660,34.0,182.0,0.38,8.5,5,18.2,0,1
4522,2.3,300,11.0,103.0,0.42,11.1,8,13.8,0,1
4523,2.7,420,27.0,160.0,0.51,10.6,9,11.8,0,1
4524,5.5,540,37.0,183.0,0.5,10.3,7,14.4,0,1
4525,7.5,520,55.0,230.0,0.46,9.8,7,11.6,0,1
4526,1.2,450,71.0,162.0,0.47,11.0,8,16.0,0,1
4527,7.6,380,48.0,203.0,0.54,9.7,9,13.0,0,1
4528,5.1,370,23.0,131.0,0.32,10.1,7,12.8,0,1
4529,1.4,570,17.0,117.0,0.35,10.5,7,14.4,0,1
4530,3.1,410,37.0,144.0,0.39,12.8,9,12.0,0,1
4531,2.1,580,14.0,167.0,0.55,9.9,7,15.6,0,1
4532,1.6,500,33.0,137.0,0.56,10.5,8,14.8,0,1
4533,11.9,460,54.0,168.0,0.68,10.1,7,12.8,0,1
4534,1.65,1170,40.0,240.0,0.57,9.3,7,13.4,0,1
4535,5.1,360,7.0,77.0,0.52,11.7,7,16.8,0,1
4536,1.6,520,46.0,169.0,0.41,10.5,7,14.2,0,1
4537,17.95,570,45.0,149.0,0.36,8.6,7,14.6,0,1
4538,5.0,450,30.0,131.0,0.44,10.9,8,15.0,0,1
4539,1.0,440,13.0,98.0,0.46,9.2,7,12.4,0,1
4540,2.4,480,25.0,157.0,0.54,11.1,9,13.8,0,1
4541,6.7,360,6.0,117.0,0.42,10.7,7,15.8,0,1
4542,1.1,440,38.0,180.0,0.34,11.9,8,9.6,0,1
4543,5.6,1170,61.0,183.0,0.43,9.5,7,12.8,0,1
4545,2.2,580,6.0,10.0,0.68,11.2,7,16.4,1,0
4546,2.8,380,10.0,164.0,0.53,12.0,8,13.6,0,1
4547,1.9,790,42.0,140.0,0.54,9.5,5,15.8,1,0
4549,6.9,690,9.0,117.0,0.35,10.2,6,12.6,0,1
4550,2.3,330,29.0,102.0,0.54,12.3,9,14.4,0,1
4552,1.4,460,28.0,157.0,0.62,9.4,8,14.6,0,1
4553,14.35,440,27.0,191.0,0.88,8.7,7,17.4,0,1
4554,2.1,1120,12.0,90.0,0.52,9.2,5,16.8,1,0
4555,11.2,460,53.0,149.0,0.34,10.8,7,12.8,0,1
4556,1.5,320,28.0,112.0,0.55,11.4,9,13.2,0,1
4557,1.4,410,51.0,117.0,0.38,11.2,8,12.4,0,1
4558,8.3,320,35.0,164.0,0.51,12.5,10,10.0,0,1
4559,6.4,500,36.0,163.0,0.7,11.5,8,15.4,0,1
4560,5.3,540,44.0,161.0,0.48,10.3,8,14.8,0,1
4562,7.5,440,59.0,160.0,0.64,10.0,8,15.6,0,1
4563,2.0,620,15.0,28.0,0.73,11.3,7,14.4,1,0
4564,1.4,370,40.0,120.0,0.41,11.1,9,14.0,0,1
4565,4.4,290,14.0,107.0,0.46,10.4,10,13.8,0,1
4566,4.6,1180,10.0,17.0,0.56,11.7,6,21.8,1,0
4567,8.0,280,33.0,122.0,0.63,12.6,9,13.6,0,1
4568,2.1,520,5.0,9.0,0.69,12.1,7,20.4,1,0
4569,14.2,580,49.0,192.0,0.48,9.0,9,14.4,0,1
4570,1.9,800,8.0,25.0,0.73,10.5,5,13.2,1,0
4571,14.0,430,41.0,248.0,0.57,8.7,8,16.0,0,1
4573,2.6,530,13.0,27.0,0.5,11.9,5,12.2,1,0
4574,5.5,380,15.0,129.0,0.49,9.6,8,12.8,0,1
4575,1.8,820,15.0,34.0,0.68,10.5,5,14.8,1,0
4576,5.1,490,26.0,82.0,0.38,9.8,8,13.6,0,1
4577,11.8,420,54.0,137.0,0.37,10.8,8,13.2,0,1
4578,3.8,270,21.0,128.0,0.49,11.2,10,10.4,0,1
4579,14.7,470,49.0,198.0,0.46,9.5,7,12.6,0,1
4580,6.1,630,47.0,164.0,0.42,10.0,7,14.2,0,1
4581,8.2,510,53.0,187.0,0.52,9.7,7,14.2,0,1
4582,14.9,510,33.0,118.0,0.54,9.0,8,13.2,0,1
4583,1.9,370,16.0,120.0,0.69,10.6,7,12.0,0,1
4584,2.2,600,12.0,20.0,0.64,11.8,6,15.0,1,0
4585,2.1,380,18.0,130.0,0.63,10.6,8,13.4,0,1
4586,5.2,580,15.0,97.0,0.36,9.0,6,12.8,0,1
4587,13.4,440,45.0,139.0,0.43,9.1,8,12.8,0,1
4588,6.0,600,11.0,18.0,0.59,10.8,7,13.6,1,0
4589,2.1,620,31.0,54.0,0.65,10.0,7,14.6,1,0
4590,13.9,500,45.0,199.0,0.5,9.8,8,15.2,0,1
4591,4.8,490,14.0,85.0,0.39,10.6,7,12.6,0,1
4592,2.5,850,38.0,142.0,0.55,9.4,5,18.6,1,0
4593,12.2,400,29.0,136.0,0.65,10.4,8,13.8,0,1
4594,3.4,700,4.0,10.0,0.63,9.6,5,20.4,1,0
4595,1.8,740,16.0,34.0,0.7,9.9,6,14.2,1,0
4596,1.8,360,28.0,117.0,0.48,11.0,8,13.8,0,1
4597,1.6,260,27.0,109.0,0.58,10.1,8,13.4,0,1
4598,1.3,540,27.0,183.0,0.43,10.1,7,12.4,0,1
4599,12.0,670,24.0,131.0,0.34,9.3,7,13.8,0,1
4600,1.9,500,29.0,122.0,0.52,10.5,8,12.0,0,1
4601,4.5,470,17.0,90.0,0.37,11.6,8,12.4,0,1
4602,10.5,450,35.0,135.0,0.33,11.6,10,14.0,0,1
4603,7.8,450,52.0,209.0,0.42,9.2,8,12.8,0,1
4604,1.4,510,15.0,96.0,0.38,9.5,6,13.8,0,1
4605,3.85,310,5.0,34.0,0.36,11.8,6,15.0,0,1
4606,3.8,380,61.0,152.0,0.5,11.3,9,11.8,0,1
4607,14.5,450,39.0,193.0,0.5,9.2,8,14.8,0,1
4608,4.0,280,46.0,100.0,0.5,13.2,9,15.0,0,1
4609,12.9,330,59.0,186.0,0.49,9.4,7,13.8,0,1
4610,1.1,600,36.0,104.0,0.39,9.2,7,13.8,0,1
4611,4.6,500,33.0,131.0,0.4,9.6,8,14.2,0,1
4612,7.5,550,42.0,218.0,0.54,10.3,7,14.0,0,1
4613,9.1,370,16.0,76.0,0.54,11.1,7,13.8,0,1
4614,4.9,350,31.0,185.0,0.49,9.7,7,12.6,0,1
4615,18.9,590,44.0,170.0,0.46,9.0,7,15.0,0,1
4616,2.0,820,14.0,67.0,0.55,9.2,5,14.8,1,0
4617,1.0,370,45.0,79.0,0.5,11.7,8,13.2,0,1
4618,1.5,220,11.0,82.0,0.4,12.9,9,12.6,0,1
4619,1.8,390,8.0,18.0,0.56,12.4,6,14.2,1,0
4620,1.9,730,46.0,102.0,0.58,9.5,5,15.8,1,0
4621,17.3,520,22.0,126.0,0.47,9.2,8,13.0,0,1
4622,1.5,320,35.0,100.0,0.77,12.0,8,11.0,0,1
4623,14.7,450,50.0,136.0,0.37,10.6,8,13.2,0,1
4624,3.7,1030,32.0,54.0,0.66,11.3,6,12.6,1,0
4625,5.2,510,36.0,157.0,0.48,10.6,8,15.8,0,1
4626,1.3,360,25.0,68.0,0.35,12.6,8,11.6,0,1
4627,1.4,490,36.0,112.0,0.5,11.0,8,13.4,0,1
4628,1.8,750,10.0,21.0,0.76,11.9,7,17.8,1,0
4629,2.4,1140,9.0,37.0,0.65,9.8,5,13.0,1,0
4630,1.8,400,43.0,179.0,0.41,9.0,7,15.6,0,1
4631,7.7,340,27.0,98.0,0.41,12.2,9,16.0,0,1
4632,6.4,570,25.0,148.0,0.45,9.6,7,13.4,0,1
4633,1.0,620,21.0,122.0,0.4,9.5,7,12.8,0,1
4634,8.0,450,28.0,123.0,0.37,11.4,8,13.6,0,1
4635,8.4,420,42.0,123.0,0.52,10.9,8,13.4,0,1
4636,11.0,400,31.0,117.0,0.29,9.2,8,15.4,0,1
4637,13.0,530,31.0,123.0,0.5,9.3,8,13.0,0,1
4638,3.0,360,17.0,117.0,0.68,10.1,8,14.4,0,1
4639,1.1,370,33.0,156.0,0.54,11.1,8,14.8,0,1
4641,2.0,630,29.0,44.0,0.83,10.3,6,13.0,1,0
4642,13.8,480,55.0,190.0,0.58,9.4,8,16.8,0,1
4644,3.2,340,41.0,151.0,0.58,11.63333333,9,11.6,0,1
4645,1.3,440,11.0,126.0,0.45,10.3,7,15.0,0,1
4646,2.2,330,39.0,107.0,0.53,13.5,9,13.0,0,1
4647,1.8,550,19.0,110.0,0.44,9.9,7,15.0,0,1
4648,11.6,320,34.0,214.0,0.51,9.8,8,14.4,0,1
4649,16.6,560,53.0,238.0,0.58,8.7,8,14.8,0,1
4650,1.2,410,16.0,46.0,0.59,12.5,6,10.0,1,0
4652,6.8,450,61.0,216.0,0.46,9.4,7,12.8,0,1
4654,1.2,480,25.0,119.0,0.62,11.3,8,10.6,0,1
4655,2.7,770,6.0,31.0,0.7,10.1,6,18.8,1,0
4656,7.2,380,61.0,220.0,0.35,9.5,7,13.4,0,1
4657,6.8,200,31.0,113.0,0.29,10.8,8,14.8,0,1
4658,1.2,280,30.0,165.0,0.82,12.3,8,15.8,0,1
4659,17.0,500,69.0,210.0,0.51,9.3,9,15.8,0,1
4660,4.2,310,20.0,80.0,0.39,11.5,8,13.8,0,1
4661,5.7,210,23.0,125.0,0.62,11.1,8,15.0,0,1
4662,6.8,490,22.0,93.0,0.42,11.0,8,12.0,0,1
4663,2.3,800,22.0,46.0,0.67,9.7,6,20.2,1,0
4664,2.2,670,7.0,14.0,0.58,10.9,4,14.2,1,0
4665,12.4,510,34.0,106.0,0.45,9.2,8,13.4,0,1
4666,17.8,520,34.0,243.0,0.82,9.0,7,17.4,0,1
4667,1.2,410,29.0,94.0,0.45,12.0,8,14.6,0,1
4668,2.0,440,61.0,171.0,0.53,13.3,9,14.4,0,1
4669,7.9,450,54.0,208.0,0.46,9.1,7,12.4,0,1
4670,16.85,540,23.0,135.0,0.38,9.0,8,15.6,0,1
4671,1.7,200,24.0,110.0,0.47,12.6,9,12.0,0,1
4672,11.2,430,40.0,142.0,0.46,8.7,7,13.8,0,1
4673,6.8,490,22.0,93.0,0.42,11.0,8,12.0,0,1
4674,15.6,490,67.0,210.0,0.68,9.5,7,14.8,0,1
4675,2.3,510,23.0,147.0,0.67,10.3,8,12.0,0,1
4676,3.6,570,13.0,85.0,0.48,9.5,6,13.8,0,1
4677,0.8,290,26.0,77.0,0.51,10.1,8,10.4,0,1
4679,4.6,390,43.0,147.0,0.4,11.0,9,12.8,0,1
4680,1.7,520,36.0,135.0,0.66,10.8,8,12.6,0,1
4681,11.0,340,8.0,70.0,0.41,12.2,8,16.0,0,1
4682,4.2,750,12.0,16.0,0.68,11.5,6,16.6,1,0
4683,2.0,470,13.0,117.0,0.51,11.6,8,13.8,0,1
4684,1.5,540,37.0,158.0,0.52,9.3,8,11.6,0,1
4685,1.7,930,40.0,161.0,0.66,11.0,7,12.4,0,1
4686,12.9,450,55.0,161.0,0.59,10.2,7,12.8,0,1
4687,12.9,320,13.0,63.0,0.43,13.0,8,15.8,0,1
4688,3.6,780,15.0,37.0,0.86,12.8,8,15.8,1,0
4689,2.7,770,11.0,19.0,0.63,11.6,7,20.0,1,0
4690,1.9,820,10.0,18.0,0.65,9.3,6,20.2,1,0
4691,2.8,330,48.0,153.0,0.38,12.7,9,14.2,0,1
4692,1.3,510,42.0,135.0,0.4,11.1,8,12.4,0,1
4693,4.4,630,63.0,206.0,0.52,9.8,6,12.4,0,1
4694,1.7,370,24.0,118.0,0.39,13.55,8,11.0,0,1
4695,10.8,480,55.0,149.0,0.59,10.96666667,9,12.0,0,1
4696,17.5,440,60.0,167.0,0.44,9.4,7,11.4,0,1
4697,0.7,400,5.0,25.0,0.37,10.5,6,17.0,0,1
4698,1.3,320,29.0,112.0,0.54,9.7,7,13.0,0,1
4699,1.8,760,8.0,24.0,0.53,9.0,5,14.0,1,0
4700,2.8,810,21.0,41.0,0.52,10.8,5,13.8,1,0
4701,1.3,630,18.0,136.0,0.48,10.4,9,13.8,0,1
4702,7.9,440,48.0,197.0,0.36,9.4,7,11.8,0,1
4703,7.0,460,58.0,176.0,0.7,10.4,7,12.4,0,1
4704,14.5,510,48.0,156.0,0.78,9.1,7,14.2,0,1
4705,1.4,330,30.0,114.0,0.43,13.2,8,12.0,0,1
4706,1.7,770,18.0,34.0,0.6,10.6,6,13.4,1,0
4707,2.3,450,73.5,214.0,0.61,9.9,9,14.8,0,1
4708,14.3,440,27.0,149.0,0.46,9.2,8,14.0,0,1
4709,3.7,170,32.0,99.0,0.44,10.0,8,13.4,0,1
4710,10.7,290,19.5,166.0,0.48,10.6,7,17.8,0,1
4711,2.1,650,14.0,24.0,0.53,13.3,6,14.2,1,0
4712,2.9,1220,10.0,41.0,0.66,12.5,6,20.4,1,0
4713,11.25,320,31.0,87.0,0.38,12.4,8,13.0,0,1
4714,11.1,390,58.0,179.0,0.44,8.8,6,15.4,0,1
4715,2.2,490,29.0,111.0,0.44,10.0,7,17.2,0,1
4716,15.8,350,46.0,188.0,0.51,9.2,7,13.2,0,1
4717,2.0,800,17.0,104.0,0.52,9.9,5,14.6,1,0
4718,1.1,310,13.0,66.0,0.46,10.6,7,13.0,0,1
4720,6.2,280,37.0,104.0,0.51,11.8,9,12.0,0,1
4721,1.9,860,14.0,57.0,0.46,10.3,5,15.2,1,0
4722,5.0,280,12.0,107.0,0.88,13.5,9,10.8,0,1
4723,7.7,400,29.0,135.0,0.57,12.3,7,13.8,0,1
4724,2.5,740,29.0,48.0,0.88,12.4,7,16.4,1,0
4725,13.65,480,52.0,189.0,0.6,9.5,8,13.8,0,1
4726,11.1,630,66.0,169.0,0.57,9.0,7,12.8,0,1
4727,3.0,810,30.0,119.0,0.56,9.4,5,17.2,1,0
4728,2.2,450,20.0,77.0,0.43,10.2,7,12.6,0,1
4729,1.8,600,21.0,55.0,0.82,11.0,7,18.2,1,0
4731,2.3,480,24.0,87.0,0.35,12.0,8,14.6,0,1
4732,5.9,470,29.0,101.0,0.4,11.0,8,12.8,0,1
4733,2.3,680,15.0,33.0,0.59,12.5,6,12.0,1,0
4734,2.65,410,35.0,86.0,0.39,13.3,9,13.2,0,1
4735,6.2,400,46.0,169.0,0.46,9.3,8,12.8,0,1
4736,1.4,1260,37.0,110.0,0.37,8.9,8,12.4,0,1
4737,3.8,420,26.0,105.0,0.39,10.5,7,15.8,0,1
4738,1.8,350,42.0,148.0,0.36,10.2,7,13.2,0,1
4739,7.1,480,36.0,110.0,0.41,9.5,8,11.2,0,1
4740,12.1,460,60.0,177.0,0.46,8.9,7,15.4,0,1
4741,4.7,340,35.0,156.0,0.45,9.9,8,13.4,0,1
4742,2.3,330,29.0,102.0,0.54,12.3,9,14.4,0,1
4743,9.2,270,37.0,122.0,0.34,12.5,10,14.0,0,1
4745,3.1,390,24.0,115.0,0.43,8.6,7,12.6,0,1
4746,1.7,240,26.0,102.0,0.6,11.8,8,13.2,0,1
4747,6.1,480,20.0,70.0,0.42,10.0,7,12.8,0,1
4749,5.3,450,57.0,189.0,0.79,9.8,7,13.2,0,1
4750,1.5,280,36.0,117.0,0.54,9.7,8,12.4,0,1
4751,15.5,360,31.0,134.0,0.44,13.0,9,12.0,0,1
4752,13.8,410,32.0,161.0,0.4,9.9,8,17.0,0,1
4754,7.5,490,38.0,158.0,0.38,9.6,7,14.6,0,1
4755,1.2,1460,28.0,105.0,0.51,10.1,7,12.4,0,1
4756,1.2,340,53.0,138.0,0.35,11.5,9,12.8,0,1
4757,1.0,360,48.0,114.0,0.51,11.5,10,13.0,0,1
4758,1.6,460,28.0,117.0,0.43,10.0,7,15.2,0,1
4759,1.9,810,17.0,29.0,0.65,11.2,6,21.4,1,0
4760,15.3,560,31.0,117.0,0.5,9.6,7,15.4,0,1
4761,2.2,770,3.0,15.0,0.78,9.6,5,20.0,1,0
4762,4.8,540,6.0,97.0,0.5,9.3,7,12.4,0,1
4763,2.0,710,7.0,20.0,0.79,11.1,7,20.4,1,0
4764,5.1,390,19.0,103.0,0.47,9.3,8,11.6,0,1
4765,2.1,740,24.0,44.0,0.85,11.0,7,14.4,1,0
4766,9.7,440,63.0,162.0,0.46,10.0,8,16.2,0,1
4767,2.1,340,19.0,125.0,0.98,12.7,8,17.6,0,1
4768,2.2,770,27.0,60.0,0.59,9.8,5,15.0,1,0
4769,15.5,500,25.0,135.0,0.43,8.7,9,14.8,0,1
4770,2.3,500,4.0,8.0,0.64,11.0,7,15.0,1,0
4771,9.25,340,73.0,142.0,0.37,11.4,8,17.0,0,1
4772,1.3,550,50.0,153.0,0.8,9.6,8,15.0,0,1
4773,9.3,620,40.0,126.0,0.39,9.6,7,15.2,0,1
4774,1.4,340,26.0,109.0,0.57,10.6,8,14.4,0,1
4775,4.8,330,26.0,76.0,0.49,12.3,9,15.2,0,1
4776,8.6,480,54.0,198.0,0.41,10.2,7,13.4,0,1
4777,2.4,770,6.0,33.0,0.57,9.4,5,19.8,1,0
4778,1.6,520,34.0,127.0,0.56,10.5,9,12.8,0,1
4779,1.4,360,31.0,113.0,0.48,10.8,9,14.0,0,1
4780,2.4,610,24.0,34.0,0.8,11.6,7,13.4,1,0
4781,7.6,250,35.0,124.0,0.65,12.8,9,14.0,0,1
4782,13.7,500,49.0,197.0,0.46,8.7,7,14.6,0,1
4783,1.5,450,17.0,96.0,0.39,11.0,8,15.8,0,1
4784,0.9,490,36.0,109.0,0.44,12.7,6,16.0,1,0
4785,2.0,760,12.0,20.0,0.54,10.1,5,14.4,1,0
4786,14.4,670,35.0,189.0,0.53,9.1,9,14.2,0,1
4787,12.1,560,68.0,210.0,0.5,9.5,7,14.0,0,1
4788,1.8,450,44.0,142.0,0.45,10.8,8,14.0,0,1
4790,7.6,420,69.0,219.0,0.4,8.9,7,13.8,0,1
4791,1.6,450,40.0,120.0,0.44,10.5,8,14.0,0,1
4792,0.8,270,3.0,21.0,0.31,10.8,7,11.8,0,1
4793,1.5,750,16.0,49.0,0.79,9.5,5,13.6,1,0
4794,1.8,1180,13.0,20.0,0.67,11.3,6,13.6,1,0
4795,8.0,280,33.0,122.0,0.63,12.6,9,13.6,0,1
4796,2.6,290,28.0,98.0,0.37,11.2,9,14.0,0,1
4797,3.4,360,23.0,134.0,0.92,13.8,8,9.4,0,1
4798,4.7,400,27.0,103.0,0.58,10.7,8,13.6,0,1
4799,11.1,390,29.0,198.0,0.5,9.4,9,12.6,0,1
4800,1.2,440,28.0,101.0,0.43,12.5,8,16.0,0,1
